date,index,fluc,individual,foreigner,institution,financial investment,insurance,investment trust,other financial,bank,national?pension,private equity fund,nation,other corp
2017-12-11,2471.49 ,0.0030 ,-916 ,-1655 ,2305 ,1410 ,403 ,471 ,125 ,-171 ,-259 ,41 ,285 ,271 
2017-12-08,2464.00 ,0.0008 ,388 ,-1019 ,396 ,1263 ,0 ,182 ,-50 ,22 ,-184 ,244 ,-1081 ,254 
2017-12-07,2461.98 ,-0.0050 ,-448 ,-3411 ,4915 ,4702 ,73 ,-40 ,-82 ,5 ,97 ,-441 ,602 ,-1084 
2017-12-06,2474.37 ,-0.0142 ,2515 ,-3387 ,373 ,1649 ,32 ,-161 ,-20 ,-15 ,178 ,-766 ,-525 ,497 
2017-12-05,2510.12 ,0.0034 ,-3475 ,331 ,2931 ,1031 ,192 ,447 ,-31 ,58 ,382 ,529 ,322 ,225 
2017-12-04,2501.67 ,0.0106 ,-2582 ,1505 ,882 ,773 ,131 ,147 ,-15 ,11 ,370 ,330 ,-864 ,228 
2017-12-01,2475.41 ,-0.0004 ,1405 ,-1945 ,898 ,308 ,266 ,516 ,132 ,62 ,123 ,-18 ,-491 ,-363 
2017-11-30,2476.37 ,-0.0145 ,1933 ,-5999 ,3708 ,3260 ,437 ,285 ,-74 ,-4 ,466 ,-342 ,-319 ,362 
2017-11-29,2512.90 ,-0.0005 ,-806 ,-1602 ,2025 ,901 ,-10 ,237 ,-21 ,39 ,336 ,19 ,525 ,402 
2017-11-28,2514.19 ,0.0025 ,-3766 ,-1611 ,2037 ,959 ,124 ,616 ,4 ,90 ,-112 ,205 ,152 ,3368 
2017-11-27,2507.81 ,-0.0144 ,4534 ,-4533 ,-467 ,218 ,157 ,186 ,-20 ,-31 ,-273 ,271 ,-974 ,472 
2017-11-24,2544.33 ,0.0028 ,-1059 ,-1100 ,1774 ,437 ,41 ,487 ,-14 ,18 ,520 ,-68 ,352 ,391 
2017-11-23,2537.15 ,-0.0013 ,-24 ,-763 ,417 ,427 ,110 ,98 ,-68 ,15 ,1085 ,173 ,-1423 ,362 
2017-11-22,2540.51 ,0.0039 ,-819 ,424 ,239 ,859 ,140 ,1368 ,-6 ,-197 ,433 ,275 ,-2633 ,190 
2017-11-21,2530.70 ,0.0012 ,-5085 ,3933 ,983 ,1737 ,87 ,197 ,12 ,-18 ,221 ,196 ,-1450 ,186 
2017-11-20,2527.67 ,-0.0025 ,899 ,2140 ,-3395 ,-1048 ,251 ,-193 ,-14 ,22 ,703 ,50 ,-3166 ,345 
2017-11-17,2533.99 ,-0.0003 ,-1419 ,5554 ,-4401 ,-1029 ,-470 ,-62 ,-66 ,39 ,144 ,479 ,-3436 ,331 
2017-11-16,2534.79 ,0.0066 ,-798 ,2867 ,-2090 ,362 ,-416 ,-709 ,-14 ,248 ,-486 ,-28 ,-1047 ,24 
2017-11-15,2518.25 ,-0.0033 ,-369 ,-657 ,814 ,2642 ,-651 ,-179 ,-13 ,403 ,-881 ,-587 ,81 ,206 
2017-11-14,2526.64 ,-0.0015 ,-1290 ,-976 ,1834 ,3100 ,-180 ,-544 ,-6 ,-25 ,-304 ,-417 ,209 ,425 
2017-11-13,2530.35 ,-0.0050 ,2579 ,-281 ,-2275 ,1723 ,-439 ,-870 ,-18 ,-204 ,-876 ,-1609 ,18 ,339 
2017-11-10,2542.95 ,-0.0030 ,1432 ,-1858 ,172 ,391 ,-323 ,-465 ,-22 ,118 ,-953 ,-628 ,2053 ,288 
2017-11-09,2550.57 ,-0.0007 ,2090 ,-671 ,-1853 ,1338 ,-212 ,-661 ,13 ,-9 ,-746 ,-533 ,-1042 ,433 
2017-11-08,2552.40 ,0.0027 ,617 ,528 ,-705 ,142 ,22 ,1065 ,13 ,-84 ,-327 ,229 ,-1764 ,-451 
2017-11-07,2545.44 ,-0.0016 ,-740 ,2442 ,-708 ,-113 ,-459 ,299 ,54 ,-79 ,505 ,446 ,-1362 ,-996 
2017-11-06,2549.41 ,-0.0033 ,1810 ,1443 ,-3680 ,-331 ,-280 ,-196 ,11 ,88 ,-379 ,129 ,-2723 ,415 
2017-11-03,2557.97 ,0.0046 ,-1683 ,-1477 ,2724 ,3707 ,22 ,660 ,-2 ,-258 ,-208 ,-52 ,-1146 ,436 
2017-11-02,2546.36 ,-0.0040 ,1546 ,-19 ,-1952 ,1124 ,-385 ,-928 ,-21 ,-301 ,-140 ,-244 ,-1058 ,418 
2017-11-01,2556.47 ,0.0131 ,-2305 ,3047 ,-1142 ,1710 ,-657 ,-389 ,37 ,-341 ,129 ,53 ,-1682 ,416 
2017-10-31,2523.43 ,0.0086 ,-249 ,4444 ,-3958 ,-1227 ,203 ,-122 ,30 ,-104 ,288 ,57 ,-3084 ,15 
2017-10-30,2501.93 ,0.0021 ,2620 ,2805 ,-5221 ,-1787 ,-349 ,-126 ,-148 ,-132 ,12 ,-535 ,-2156 ,80 
2017-10-27,2496.63 ,0.0064 ,-130 ,1276 ,-958 ,67 ,97 ,-1348 ,3 ,47 ,584 ,-186 ,-221 ,123 
2017-10-26,2480.63 ,-0.0048 ,-363 ,-257 ,642 ,-215 ,-11 ,-563 ,-54 ,15 ,1584 ,-282 ,167 ,2 
2017-10-25,2492.50 ,0.0008 ,571 ,1129 ,-1663 ,-593 ,-194 ,40 ,-5 ,11 ,1645 ,-39 ,-2529 ,-29 
2017-10-24,2490.49 ,0.0002 ,684 ,-1002 ,276 ,1124 ,-346 ,-250 ,8 ,96 ,208 ,-38 ,-528 ,60 
2017-10-23,2490.05 ,0.0002 ,2042 ,3151 ,-6175 ,-79 ,-267 ,-15 ,3 ,-27 ,98 ,-138 ,-5749 ,956 
2017-10-20,2489.54 ,0.0067 ,-407 ,2014 ,-1751 ,-158 ,75 ,-235 ,-6 ,-10 ,-45 ,100 ,-1472 ,543 
2017-10-19,2473.06 ,-0.0040 ,-23 ,13 ,-152 ,2107 ,-232 ,-878 ,-28 ,13 ,-367 ,304 ,-1072 ,149 
2017-10-18,2482.91 ,-0.0006 ,-62 ,-293 ,-468 ,225 ,-364 ,-193 ,-27 ,16 ,-73 ,171 ,-223 ,852 
2017-10-17,2484.37 ,0.0017 ,1458 ,-541 ,-1500 ,287 ,-239 ,-192 ,-12 ,-46 ,511 ,203 ,-2013 ,555 
2017-10-16,2480.05 ,0.0026 ,-717 ,-290 ,494 ,1124 ,-121 ,-752 ,-26 ,33 ,143 ,278 ,-184 ,497 
2017-10-13,2473.62 ,-0.0005 ,-1135 ,-349 ,1092 ,1985 ,-281 ,-1036 ,-55 ,41 ,216 ,-295 ,516 ,399 
2017-10-12,2474.76 ,0.0068 ,-548 ,2444 ,-2211 ,-682 ,-41 ,-451 ,-90 ,-17 ,206 ,-73 ,-1062 ,319 
2017-10-11,2458.16 ,0.0100 ,538 ,7020 ,-5341 ,-2786 ,-90 ,-268 ,-57 ,-150 ,312 ,339 ,-2641 ,-2205 
2017-10-10,2433.81 ,0.0164 ,-3104 ,8196 ,-5618 ,-3022 ,-295 ,-351 ,-6 ,-87 ,910 ,77 ,-2844 ,546 
2017-09-29,2394.47 ,0.0090 ,-1566 ,318 ,681 ,-194 ,-103 ,693 ,12 ,-17 ,377 ,624 ,-711 ,569 
2017-09-28,2373.14 ,0.0002 ,1189 ,-1290 ,-490 ,-211 ,40 ,370 ,-10 ,-14 ,415 ,277 ,-1357 ,597 
2017-09-27,2372.57 ,-0.0007 ,1658 ,-2810 ,406 ,522 ,96 ,425 ,14 ,-86 ,-77 ,269 ,-757 ,743 
2017-09-26,2374.32 ,-0.0026 ,-1578 ,-3771 ,5066 ,4039 ,-119 ,299 ,-2 ,86 ,-158 ,25 ,896 ,365 
2017-09-25,2380.40 ,-0.0035 ,225 ,-333 ,-397 ,472 ,-72 ,19 ,-24 ,77 ,-128 ,-247 ,-495 ,518 
2017-09-22,2388.71 ,-0.0074 ,451 ,283 ,-1141 ,-972 ,-187 ,107 ,-20 ,-31 ,1545 ,-641 ,-942 ,438 
2017-09-21,2406.50 ,-0.0024 ,1807 ,994 ,-2012 ,-578 ,-56 ,-216 ,-4 ,-74 ,370 ,333 ,-1787 ,-768 
2017-09-20,2412.20 ,-0.0016 ,858 ,-1881 ,576 ,426 ,-201 ,-283 ,8 ,58 ,1515 ,-74 ,-874 ,447 
2017-09-19,2416.05 ,-0.0009 ,1497 ,-1433 ,-512 ,240 ,-178 ,518 ,-12 ,-81 ,-102 ,-120 ,-777 ,448 
2017-09-18,2418.21 ,0.0135 ,-1615 ,2211 ,-819 ,-1180 ,-227 ,165 ,-9 ,17 ,282 ,536 ,-402 ,238 
2017-09-15,2386.07 ,0.0035 ,108 ,-845 ,674 ,-320 ,-162 ,-181 ,9 ,34 ,1062 ,-317 ,549 ,98 
2017-09-14,2377.66 ,0.0074 ,1922 ,-227 ,466 ,499 ,284 ,676 ,53 ,-49 ,-572 ,-125 ,-301 ,-2145 
2017-09-13,2360.18 ,-0.0022 ,-606 ,-73 ,418 ,127 ,83 ,27 ,-19 ,80 ,589 ,-97 ,-371 ,248 
2017-09-12,2365.47 ,0.0027 ,-52 ,-1850 ,1464 ,1260 ,-90 ,418 ,8 ,-11 ,105 ,193 ,-419 ,449 
2017-09-11,2359.08 ,0.0066 ,-2332 ,-1506 ,3638 ,3100 ,-104 ,-233 ,-32 ,4 ,310 ,12 ,581 ,200 
2017-09-08,2343.72 ,-0.0011 ,455 ,150 ,-828 ,-70 ,-236 ,-39 ,-9 ,-26 ,59 ,-196 ,-312 ,240 
2017-09-07,2346.19 ,0.0114 ,-2246 ,707 ,1250 ,115 ,29 ,-17 ,-3 ,24 ,2207 ,59 ,-1163 ,272 
2017-09-06,2319.82 ,-0.0029 ,1073 ,-3264 ,1753 ,2080 ,-26 ,-339 ,-10 ,-6 ,446 ,-551 ,160 ,424 
2017-09-05,2326.62 ,-0.0013 ,-660 ,-2107 ,2429 ,1957 ,36 ,72 ,-6 ,-29 ,184 ,-162 ,378 ,365 
2017-09-04,2329.65 ,-0.0119 ,-3434 ,66 ,3165 ,1454 ,131 ,67 ,-17 ,35 ,469 ,203 ,823 ,226 
2017-09-01,2357.69 ,-0.0023 ,1040 ,763 ,-2178 ,-1013 ,257 ,32 ,-13 ,16 ,-230 ,33 ,-1259 ,374 
2017-08-31,2363.19 ,-0.0038 ,1277 ,-1073 ,-550 ,-206 ,164 ,300 ,0 ,-45 ,18 ,-50 ,-730 ,371 
2017-08-30,2372.29 ,0.0032 ,-1277 ,-656 ,1855 ,421 ,272 ,599 ,-22 ,-28 ,277 ,90 ,245 ,105 
2017-08-29,2364.74 ,-0.0023 ,2089 ,-2631 ,472 ,125 ,129 ,702 ,-13 ,53 ,420 ,262 ,-1206 ,78 
2017-08-28,2370.30 ,-0.0035 ,-923 ,-606 ,1200 ,1227 ,-98 ,-172 ,-10 ,-35 ,126 ,47 ,116 ,326 
2017-08-25,2378.51 ,0.0011 ,-1668 ,-251 ,1679 ,1784 ,-89 ,88 ,18 ,-47 ,-100 ,-24 ,50 ,244 
2017-08-24,2375.84 ,0.0040 ,-1721 ,190 ,1208 ,1038 ,50 ,261 ,10 ,-10 ,-329 ,-123 ,309 ,341 
2017-08-23,2366.40 ,0.0005 ,742 ,1079 ,-2016 ,-1133 ,-46 ,21 ,-7 ,-6 ,209 ,0 ,-1054 ,184 
2017-08-22,2365.33 ,0.0044 ,-1688 ,639 ,885 ,996 ,28 ,242 ,3 ,94 ,-175 ,-242 ,-61 ,144 
2017-08-21,2355.00 ,-0.0014 ,508 ,-202 ,-779 ,140 ,-3 ,52 ,-33 ,-25 ,-202 ,111 ,-819 ,483 
2017-08-18,2358.37 ,-0.0014 ,539 ,85 ,-891 ,28 ,-164 ,-165 ,-7 ,23 ,928 ,30 ,-1564 ,290 
2017-08-17,2361.67 ,0.0057 ,407 ,1730 ,-2306 ,-54 ,63 ,783 ,-8 ,-26 ,-68 ,714 ,-3710 ,155 
2017-08-16,2348.26 ,0.0060 ,1572 ,-1015 ,-671 ,123 ,-15 ,490 ,3 ,-30 ,-376 ,118 ,-984 ,136 
2017-08-14,2334.22 ,0.0063 ,-1204 ,-2572 ,3585 ,2177 ,221 ,960 ,6 ,-255 ,84 ,482 ,-92 ,200 
2017-08-11,2319.71 ,-0.0169 ,-702 ,-5872 ,6225 ,5748 ,-216 ,-48 ,109 ,-756 ,603 ,63 ,724 ,339 
2017-08-10,2359.47 ,-0.0038 ,-1702 ,-2246 ,4280 ,2547 ,182 ,107 ,-59 ,-45 ,1431 ,-71 ,186 ,-319 
2017-08-09,2368.39 ,-0.0110 ,-867 ,-2552 ,3052 ,649 ,-42 ,36 ,-19 ,-125 ,2482 ,-382 ,454 ,378 
2017-08-08,2394.73 ,-0.0017 ,431 ,918 ,-1500 ,-1229 ,-19 ,367 ,6 ,7 ,1363 ,-136 ,-1859 ,152 
2017-08-07,2398.75 ,0.0014 ,-402 ,932 ,-942 ,433 ,-53 ,213 ,-33 ,-89 ,-161 ,-66 ,-1186 ,411 
2017-08-04,2395.45 ,0.0036 ,-947 ,-1634 ,2145 ,846 ,376 ,-44 ,-28 ,-4 ,531 ,173 ,296 ,436 
2017-08-03,2386.85 ,-0.0168 ,3576 ,-4025 ,102 ,1842 ,-162 ,-94 ,-29 ,-72 ,-1165 ,-156 ,-62 ,348 
2017-08-02,2427.63 ,0.0019 ,73 ,1364 ,-1704 ,-1070 ,-43 ,203 ,-72 ,-53 ,411 ,-147 ,-932 ,275 
2017-08-01,2422.96 ,0.0084 ,-1750 ,-352 ,1800 ,1787 ,54 ,345 ,-43 ,-15 ,-90 ,170 ,-408 ,314 
2017-07-31,2402.71 ,0.0007 ,-2606 ,-2550 ,4862 ,3816 ,263 ,182 ,-28 ,-43 ,37 ,186 ,449 ,295 
2017-07-28,2400.99 ,-0.0173 ,789 ,-5600 ,4817 ,5175 ,53 ,1050 ,-20 ,-189 ,-441 ,-189 ,-620 ,-12 
2017-07-27,2443.24 ,0.0036 ,-1365 ,-2082 ,3590 ,2342 ,236 ,445 ,-5 ,-131 ,-377 ,57 ,1023 ,-142 
2017-07-26,2434.51 ,-0.0022 ,-1007 ,-3517 ,4602 ,4281 ,-304 ,809 ,-22 ,-29 ,-391 ,151 ,107 ,-41 
2017-07-25,2439.90 ,-0.0047 ,635 ,-3431 ,2658 ,2224 ,-76 ,791 ,-13 ,11 ,-268 ,-6 ,-4 ,118 
2017-07-24,2451.53 ,0.0006 ,210 ,-1677 ,1443 ,1628 ,-230 ,-91 ,-5 ,-17 ,-142 ,-82 ,383 ,32 
2017-07-21,2450.06 ,0.0034 ,-2170 ,2901 ,-611 ,763 ,-79 ,-1143 ,-61 ,283 ,507 ,-329 ,-550 ,-103 
2017-07-20,2441.84 ,0.0049 ,-1451 ,606 ,484 ,572 ,-167 ,497 ,-88 ,50 ,-93 ,242 ,-529 ,385 
2017-07-19,2429.94 ,0.0016 ,-773 ,-1003 ,1290 ,4671 ,-278 ,-445 ,-100 ,-46 ,-1486 ,-562 ,-463 ,462 
2017-07-18,2426.04 ,0.0004 ,610 ,-2161 ,1221 ,1449 ,44 ,-316 ,-43 ,-12 ,465 ,-175 ,-190 ,345 
2017-07-17,2425.10 ,0.0043 ,-1130 ,-388 ,1118 ,1362 ,-183 ,-165 ,-39 ,32 ,928 ,-296 ,-521 ,441 
2017-07-14,2414.63 ,0.0021 ,-534 ,2003 ,242 ,1260 ,-365 ,-130 ,-29 ,-25 ,139 ,-28 ,-580 ,-1697 
2017-07-13,2409.49 ,0.0074 ,-2064 ,3408 ,-1852 ,-2577 ,100 ,448 ,-40 ,248 ,855 ,99 ,-985 ,522 
2017-07-12,2391.77 ,-0.0018 ,1804 ,3816 ,-2520 ,-1471 ,-84 ,-53 ,-8 ,-53 ,766 ,-119 ,-1499 ,-3124 
2017-07-11,2396.00 ,0.0058 ,-1237 ,1007 ,-203 ,-1104 ,-147 ,108 ,-9 ,-110 ,1516 ,-15 ,-442 ,459 
2017-07-10,2382.10 ,0.0009 ,-462 ,-571 ,772 ,588 ,-225 ,-96 ,-11 ,-90 ,526 ,21 ,58 ,271 
2017-07-07,2379.87 ,-0.0033 ,636 ,2757 ,549 ,1041 ,-245 ,129 ,-18 ,-13 ,-27 ,-327 ,9 ,-3951 
2017-07-06,2387.81 ,-0.0002 ,1291 ,2173 ,-3998 ,-1862 ,-35 ,-308 ,-23 ,42 ,180 ,-260 ,-1731 ,518 
2017-07-05,2388.35 ,0.0033 ,540 ,-65 ,-813 ,-141 ,158 ,284 ,-10 ,-67 ,-5 ,40 ,-1072 ,337 
2017-07-04,2380.52 ,-0.0058 ,447 ,-1929 ,1042 ,1412 ,-50 ,-785 ,-21 ,-58 ,383 ,334 ,-173 ,448 
2017-07-03,2394.48 ,0.0011 ,-843 ,1054 ,-845 ,69 ,-25 ,-93 ,-11 ,-75 ,-227 ,269 ,-752 ,612 
2017-06-30,2391.79 ,-0.0016 ,1086 ,-410 ,-1200 ,-907 ,58 ,1060 ,-16 ,65 ,495 ,-216 ,-1739 ,499 
2017-06-29,2395.66 ,0.0055 ,-1666 ,1000 ,202 ,1188 ,-377 ,-149 ,-33 ,-1 ,-460 ,400 ,-368 ,466 
2017-06-28,2382.56 ,-0.0039 ,1335 ,-1811 ,-63 ,339 ,271 ,62 ,-42 ,26 ,-311 ,-160 ,-249 ,538 
2017-06-27,2391.95 ,0.0014 ,2221 ,542 ,-3259 ,-109 ,-137 ,-527 ,36 ,194 ,-531 ,327 ,-2511 ,498 
2017-06-26,2388.66 ,0.0042 ,220 ,431 ,-1224 ,563 ,-114 ,-390 ,-92 ,-11 ,-350 ,20 ,-851 ,563 
2017-06-23,2378.60 ,0.0035 ,-2994 ,1666 ,1061 ,1539 ,-332 ,-290 ,40 ,29 ,-332 ,182 ,225 ,270 
2017-06-22,2370.37 ,0.0054 ,758 ,1827 ,471 ,988 ,-627 ,866 ,2 ,-165 ,-750 ,-194 ,352 ,-3062 
2017-06-21,2357.53 ,-0.0049 ,2943 ,-1847 ,-1858 ,-140 ,-87 ,230 ,-28 ,11 ,287 ,-638 ,-1492 ,742 
2017-06-20,2369.23 ,-0.0007 ,3582 ,4872 ,-5985 ,-2287 ,-347 ,-72 ,2 ,1 ,-652 ,19 ,-2648 ,-2484 
2017-06-19,2370.90 ,0.0038 ,-1019 ,1272 ,-542 ,1391 ,-181 ,148 ,-3 ,-69 ,-818 ,-188 ,-822 ,329 
2017-06-16,2361.83 ,0.0001 ,550 ,-1633 ,582 ,1657 ,-208 ,-50 ,-25 ,-89 ,-714 ,-288 ,298 ,497 
2017-06-15,2361.65 ,-0.0046 ,2587 ,110 ,-3060 ,-1387 ,85 ,85 ,3 ,-87 ,18 ,-888 ,-888 ,350 
2017-06-14,2372.64 ,-0.0009 ,529 ,222 ,-1219 ,894 ,-169 ,-244 ,-113 ,-9 ,-903 ,-135 ,-540 ,457 
2017-06-13,2374.70 ,0.0071 ,-1219 ,-787 ,1626 ,1260 ,50 ,399 ,-27 ,1 ,-703 ,80 ,566 ,376 
2017-06-12,2357.87 ,-0.0100 ,4988 ,-1462 ,-4076 ,-1212 ,-256 ,-703 ,-56 ,-101 ,-223 ,-799 ,-727 ,535 
2017-06-09,2381.69 ,0.0077 ,-1763 ,1547 ,-370 ,65 ,3 ,647 ,-55 ,-158 ,-724 ,183 ,-331 ,608 
2017-06-08,2363.57 ,0.0015 ,979 ,2818 ,-4529 ,-2488 ,40 ,-296 ,-99 ,-158 ,353 ,-810 ,-1071 ,722 
2017-06-07,2360.14 ,-0.0036 ,1265 ,1146 ,-2967 ,-878 ,-196 ,-200 ,-59 ,-388 ,-1057 ,-4 ,-185 ,553 
2017-06-05,2368.62 ,-0.0013 ,43 ,2740 ,-3277 ,-709 ,-217 ,-598 ,-48 ,-63 ,-1518 ,113 ,-237 ,495 
2017-06-02,2371.72 ,0.0116 ,-2407 ,4480 ,-2510 ,-803 ,69 ,-64 ,-18 ,-273 ,431 ,100 ,-1952 ,442 
2017-06-01,2344.61 ,-0.0012 ,751 ,-136 ,-903 ,-75 ,-165 ,97 ,0 ,-121 ,83 ,-201 ,-520 ,245 
2017-05-31,2347.38 ,0.0016 ,-369 ,-3619 ,3610 ,3837 ,-272 ,-183 ,-49 ,77 ,279 ,-67 ,-12 ,383 
2017-05-30,2343.68 ,-0.0039 ,135 ,-417 ,-29 ,1452 ,-88 ,-11 ,-29 ,95 ,-321 ,-276 ,-851 ,350 
2017-05-29,2352.97 ,-0.0010 ,515 ,222 ,-1068 ,1711 ,-15 ,-936 ,-9 ,-393 ,211 ,-585 ,-1052 ,313 
2017-05-26,2355.30 ,0.0053 ,-2587 ,1231 ,852 ,549 ,-267 ,-276 ,66 ,68 ,2183 ,-477 ,-993 ,527 
2017-05-25,2342.93 ,0.0110 ,-4053 ,1170 ,2659 ,3547 ,-75 ,-248 ,-15 ,41 ,-516 ,-263 ,187 ,214 
2017-05-24,2317.34 ,0.0024 ,-365 ,773 ,-894 ,698 ,36 ,277 ,-1830 ,-12 ,399 ,-70 ,-393 ,484 
2017-05-23,2311.74 ,0.0033 ,-2616 ,-554 ,2813 ,605 ,-140 ,-89 ,-13 ,2 ,3398 ,127 ,-1077 ,345 
2017-05-22,2304.03 ,0.0068 ,-885 ,2887 ,-2602 ,-705 ,-500 ,-537 ,-22 ,105 ,162 ,390 ,-1495 ,605 
2017-05-19,2288.48 ,0.0007 ,-651 ,411 ,-269 ,1004 ,-517 ,-101 ,-19 ,193 ,92 ,-277 ,-643 ,527 
2017-05-18,2286.82 ,-0.0027 ,-191 ,269 ,-638 ,794 ,-10 ,401 ,-59 ,38 ,-206 ,214 ,-1811 ,570 
2017-05-17,2293.08 ,-0.0010 ,1617 ,67 ,-2189 ,329 ,115 ,-250 ,-32 ,0 ,-100 ,235 ,-2486 ,492 
2017-05-16,2295.33 ,0.0020 ,234 ,2341 ,731 ,2056 ,-2 ,-91 ,-50 ,-7 ,52 ,-44 ,-1182 ,-3309 
2017-05-15,2290.65 ,0.0020 ,350 ,-959 ,253 ,1496 ,-214 ,-240 ,-4 ,-6 ,-294 ,138 ,-623 ,369 
2017-05-12,2286.02 ,-0.0045 ,3635 ,-3066 ,-938 ,874 ,10 ,-1859 ,50 ,-98 ,1036 ,-319 ,-632 ,342 
2017-05-11,2296.37 ,0.0116 ,-4441 ,1046 ,3318 ,7556 ,-275 ,-1145 ,-278 ,-67 ,-779 ,69 ,-1763 ,106 
2017-05-10,2270.12 ,-0.0099 ,-1005 ,1107 ,-461 ,6018 ,-2101 ,-2010 ,-64 ,-78 ,-2560 ,-27 ,362 ,350 
2017-05-08,2292.76 ,0.0230 ,-6632 ,5440 ,853 ,2766 ,-332 ,-343 ,-36 ,8 ,-1348 ,92 ,47 ,384 
2017-05-04,2241.24 ,0.0097 ,-709 ,3641 ,-3333 ,-527 ,-254 ,-155 ,-15 ,-11 ,-743 ,135 ,-1764 ,431 
2017-05-02,2219.67 ,0.0065 ,-1297 ,1355 ,-470 ,1153 ,-126 ,-1045 ,8 ,-31 ,-56 ,141 ,-514 ,438 
2017-04-28,2205.44 ,-0.0018 ,3399 ,-151 ,-3544 ,-1260 ,-328 ,-853 ,80 ,-84 ,517 ,-164 ,-1451 ,312 
2017-04-27,2209.46 ,0.0007 ,1549 ,133 ,-1586 ,-1286 ,-286 ,-816 ,-9 ,-37 ,104 ,692 ,51 ,-78 
2017-04-26,2207.84 ,0.0050 ,-3680 ,2984 ,768 ,971 ,-582 ,-834 ,-51 ,2 ,675 ,570 ,16 ,-23 
2017-04-25,2196.85 ,0.0106 ,-3678 ,6516 ,-2809 ,-3083 ,-181 ,-826 ,-45 ,46 ,719 ,582 ,-21 ,2 
2017-04-24,2173.74 ,0.0040 ,-2495 ,3381 ,-724 ,99 ,-575 ,-284 ,24 ,-5 ,128 ,-6 ,-105 ,-136 
2017-04-21,2165.04 ,0.0074 ,-3165 ,2425 ,899 ,-686 ,195 ,402 ,41 ,-99 ,683 ,290 ,73 ,-76 
2017-04-20,2149.15 ,0.0050 ,-2761 ,763 ,2228 ,1603 ,126 ,-666 ,-15 ,47 ,1003 ,84 ,45 ,-214 
2017-04-19,2138.40 ,-0.0047 ,1159 ,-2251 ,1105 ,1465 ,-22 ,-3 ,-19 ,-18 ,-513 ,174 ,41 ,-1 
2017-04-18,2148.46 ,0.0013 ,-482 ,114 ,386 ,652 ,127 ,89 ,13 ,13 ,-859 ,310 ,41 ,-1 
2017-04-17,2145.76 ,0.0051 ,-1609 ,-1117 ,2667 ,1602 ,-26 ,77 ,-36 ,148 ,188 ,650 ,63 ,90 
2017-04-14,2134.88 ,-0.0064 ,444 ,-735 ,228 ,183 ,-130 ,-266 ,0 ,-19 ,624 ,-189 ,25 ,83 
2017-04-13,2148.61 ,0.0093 ,-1138 ,-11 ,1042 ,2200 ,-41 ,20 ,-467 ,10 ,-377 ,-205 ,-98 ,115 
2017-04-12,2128.91 ,0.0024 ,248 ,790 ,-1048 ,-203 ,-296 ,127 ,-4 ,0 ,-607 ,-106 ,41 ,59 
2017-04-11,2123.85 ,-0.0044 ,314 ,-1266 ,980 ,1064 ,86 ,14 ,2 ,-12 ,-162 ,-5 ,-8 ,-15 
2017-04-10,2133.32 ,-0.0086 ,64 ,-541 ,-44 ,-163 ,-64 ,-67 ,-7 ,-79 ,453 ,-239 ,121 ,522 
2017-04-07,2151.73 ,-0.0005 ,104 ,-779 ,1031 ,197 ,291 ,-122 ,-23 ,-75 ,792 ,-212 ,182 ,-344 
2017-04-06,2152.75 ,-0.0037 ,1683 ,-905 ,-1179 ,-1847 ,78 ,86 ,-13 ,-69 ,588 ,-48 ,46 ,428 
2017-04-05,2160.85 ,-0.0001 ,1280 ,-76 ,-1673 ,-1519 ,129 ,-224 ,3 ,-45 ,-114 ,188 ,-90 ,466 
2017-04-04,2161.10 ,-0.0030 ,1794 ,-1016 ,-1235 ,-744 ,-21 ,-353 ,2 ,-22 ,24 ,-127 ,5 ,470 
2017-04-03,2167.51 ,0.0034 ,-593 ,-220 ,312 ,917 ,-204 ,-340 ,5 ,-42 ,47 ,-41 ,-30 ,514 
2017-03-31,2160.23 ,-0.0020 ,-1110 ,257 ,329 ,487 ,-21 ,-169 ,107 ,-200 ,210 ,-75 ,-10 ,516 
2017-03-30,2164.64 ,-0.0011 ,656 ,894 ,-1692 ,-1710 ,-87 ,-11 ,1 ,41 ,1 ,-31 ,104 ,135 
2017-03-29,2166.98 ,0.0017 ,368 ,-618 ,-266 ,-546 ,-754 ,-255 ,-2 ,3 ,942 ,316 ,31 ,515 
2017-03-28,2163.31 ,0.0035 ,19 ,207 ,-818 ,911 ,-285 ,-885 ,-2 ,-136 ,-457 ,38 ,-3 ,584 
2017-03-27,2155.66 ,-0.0061 ,167 ,364 ,-1048 ,829 ,-500 ,-663 ,-16 ,-238 ,-325 ,-28 ,-107 ,516 
2017-03-24,2168.95 ,-0.0017 ,-1868 ,-891 ,2208 ,2860 ,-354 ,-189 ,-40 ,-228 ,181 ,75 ,-97 ,565 
2017-03-23,2172.72 ,0.0020 ,-1284 ,526 ,182 ,535 ,-60 ,-422 ,-4 ,-75 ,364 ,-110 ,-46 ,563 
2017-03-22,2168.30 ,-0.0046 ,1813 ,-962 ,-1169 ,-767 ,-66 ,-1174 ,-181 ,2 ,1538 ,-454 ,-66 ,313 
2017-03-21,2178.38 ,0.0099 ,-2348 ,3627 ,-1898 ,-908 ,-69 ,-958 ,-76 ,20 ,12 ,-53 ,135 ,634 
2017-03-20,2157.01 ,-0.0035 ,850 ,-848 ,-515 ,893 ,-145 ,-858 ,-23 ,-34 ,-247 ,-199 ,98 ,511 
2017-03-17,2164.58 ,0.0067 ,-935 ,2512 ,-2104 ,-1294 ,-182 ,-1070 ,-14 ,70 ,225 ,190 ,-29 ,536 
